,caseid_new,xw6_year,xw6_month,xw6_last,xw6_marry,w6_still_mar,w6_live_together,w6_otherdate,w6_how_many,w6_otherdate_app,w6_how_many_app,w6_relationship_end_mar,w6_who_breakup,w6_mbtiming_Year,w6_mbtiming_Month,w6_partner_passaway_Year,w6_partner_passaway_Month,w6_otherdate_B,w6_how_many_B,w6_otherdate_app_B,w6_how_many_app_B,w6_still_rel,w6_live_together_C,w6_got_married,w6_martiming_Year,w6_martiming_Month,w6_otherdate_C,w6_how_many_C,w6_otherdate_app_C,w6_how_many_app_C,w6_relationship_end_nonmar,w6_who_breakup_C,w6_nonmbtiming_Year,w6_nonmbtiming_Month,w6_partner_passaway_C_Year,w6_partner_passaway_C_Month,w6_otherdate_C2,w6_how_many_C2,w6_otherdate_app_C2,w6_how_many_app_C2,pp6_ppage,pp6_ppagecat,pp6_ppagect4,pp6_ppeduc,pp6_ppeducat,pp6_ppethm,pp6_ppgender,pp6_pphhhead,pp6_pphhsize,pp6_pphouse,pp6_ppincimp,pp6_ppmarit,pp6_ppmsacat,pp6_PPREG4,pp6_ppreg9,pp6_pprent,pp6_PPT01,pp6_PPT25,pp6_PPT612,pp6_PPT1317,pp6_PPT18OV,pp6_ppwork,w6_relate_status,w6_broke_up,w6_met_through_friends,w6_met_through_family,w6_met_online,w6_met_through_as_coworkers,w6_met_online_dating,w6_met_bar_restaurant,w6_how_met_story_length,w6_combo_live_together,w6_otherdate_combo,w6_how_many_combo,w6_otherdate_app_combo,w6_how_many_app_combo,w6_HCMST_yrmo
616,4423471,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
617,4431503,2015,February,2,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
618,4442531,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
619,4454501,2015,March,2,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
620,4463541,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,1,2,Not working - looking for work,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
621,4464341,2015,February,2,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,7,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,2,5,Not working - other,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
622,4470571,2015,March,2,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
623,4486613,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,65-74,60+,"Some college, no degree",Some college,"2+ Races, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
624,4490391,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
625,4500533,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,55-64,60+,Bachelors degree,Bachelor's degree or higher,Hispanic,Female,Yes,3,A one-family house detached from any other house,"$40,000 to $49,999",Separated,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
626,4514371,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Separated,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,2,1,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
627,4520291,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,6,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,2,1,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
628,4524561,2015,January,2,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
629,4526441,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,45-54,45-59,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
630,4529391,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A mobile home,"$50,000 to $59,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
631,4530271,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,2,1,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
632,4537711,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,75+,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house attached to one or more houses,"$30,000 to $34,999",Married,Non-Metro,Midwest,West-North Central,Rented for cash,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
633,4553431,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$200,000 to $249,999",Married,Metro,Northeast,New England,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
634,4558443,2014,November,3,unmarried partners,,,,,,,,,,,,,,,,,No,,,,,,,,,We broke up,We both equally wanted to break up,2016,May,,,"Yes, I have met at least one person for dating, romance, or sex  in the past year","One person. I met only one person  in the past year for dating, or romance, or sex.","No, I have not used a phone dating app in the past year to meet someone in person",,52,45-54,45-59,Bachelors degree,Bachelor's degree or higher,Hispanic,Female,Yes,6,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,1,1,0,0,4,Working - as a paid employee,"was unmarried, broke up",broke up,no,no,no,no,no,yes,102,no,"Yes, I have met at least one person for dating, romance, or sex besides PARTNER NAME in the past year.","One person. I met only one person besides PARTNER NAME  in the past year for dating, or romance, or sex.","No, I have not used a phone dating app in the past year to meet someone in person besides PARTNER NAME",,201708
635,4563631,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
636,4583501,2015,March,2,married,No,,,,,,Divorce,PARTNER NAME wanted the [divorce/separation] more.,2015,November,,,"No, I have not met anyone for dating, romance, or sex  in the past year",,,,,,,,,,,,,,,,,,,,,,,58,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,"Boat, RV, van, etc.","$25,000 to $29,999",Divorced,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,1,0,0,0,1,Not working - disabled,was married but no longer married,broke up,,,,,,,0,no,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201708
637,4597381,2013,March,4,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,1,2,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
638,4613511,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
